id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1B8x1qg9AAOMQ28oV5XFmM,<U+05D9><U+05E4><U+05D4> <U+05DC><U+05DA> <U+05E9><U+05DE><U+05D7>,43,230020,0,"['Elai Botner', 'Magi Azarzar']","['6E1teCjsYmOlunh0OoPPA0', '4mNGJrsZLbNxQO1gUexydA']",17/06/2020,54.2,0.624,6,-6.502,0,0.0367,0.558,0.000999,0.186,0.597,78.926,4
6JohwqKqPoPyGvczOKiqKj,"Papa's Got a Brand New Pig Bag - 132 Bpm, 32 Count Pro Edition",11,193333,0,['Gym Workout DJ Team'],['03Kgvh6NwIZHA8M3MKRTyg'],01/01/2020,52.3,0.997,9,-3.703,1,0.073,0.000307,0.972,0.0665,0.467,131.938,4
6VZMIyzOupI4vA68RaUgXb,Poco,77,225705,0,"['Reik', 'Christian Nodal']","['0vR2qb8m9WHeZ5ByCbimq2', '0XwVARXT135rw8lyw1EeWP']",25/11/2020,62.7,0.522,11,-5.08,1,0.0279,0.394,0,0.108,0.8,86.015,4
0gzu5mm36VJH2Zqu8sQPTf,Genda Phool (feat. Payal Dev),69,170769,0,"['Badshah', 'Payal Dev']","['0y59o4v8uw5crbN9M3JiL1', '6FtZhorjCMfkaVJ7kKdmq7']",26/03/2020,95.5,0.538,1,-8.394,1,0.0734,0.132,0.00146,0.0704,0.837,116.977,4
5urYiIXu1ZhfMAOsp7WDTc,"Dil Ko Karaar Aaya (From ""Sukoon"")",59,231487,0,"['Yasser Desai', 'Neha Kakkar', 'Rajat Nagpal']","['6RF8hEdlUKoLPQOHmBbHiM', '5f4QpKfy7ptCHwTqspnSJI', '4yxICw7joYAxRI2sTRldLB']",31/07/2020,55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,4
0HyUg9qRtBLzzbo0ZqfUu4,Heer Ranjha,54,261804,0,['Bhuvan Bam'],['5lfGXaGmQck7m2077vsKpy'],16/07/2020,53.9,0.547,2,-11.391,1,0.0345,0.842,0.00771,0.0774,0.175,97.066,3
5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,82,191406,0,"['Kane Brown', 'Swae Lee', 'Khalid']","['3oSJ7TBVCWMDMiYjXNiCKE', '1zNqQNIdeOUZHb8zbZRFMX', '6LuN9FCkKOj5PcnpouEgny']",10/07/2020,72.7,0.626,7,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97,4
3Fni5ng7tbUr4dQVdYpeMx,Estilos Distintos,65,129083,0,['Grupo Maximo Grado'],['0ssx5sZQzc1nZZF2Ks8qXZ'],31/07/2020,70.8,0.804,6,-6.58,1,0.0899,0.241,0,0.167,0.773,113.784,3
6qmi7bapPoaIr0riLzoo29,Aparentemente 2,69,289120,1,"['Arcangel', 'De La Ghetto', 'Yaga & Mackie']","['4SsVbpTthjScTS7U2hmr1X', '3EiLUeyEcA6fbRPSHkG5kb', '16Juw2gfa9IxEL3Vu69cH7']",16/10/2020,83.9,0.734,9,-5.427,1,0.0541,0.0932,0,0.196,0.902,94.023,4
1fCVK4BOa54cOSufmipxjw,Adakah Kau Mendengar?,46,221000,0,['ALYPH'],['3qeuv2ijwaAcbX3KVMJfuj'],04/12/2020,42,0.335,1,-13.978,0,0.0871,0.0871,0.00516,0.124,0.114,159.94,4
3VtnEZdLCc5Ui3STsK2Ah3,Magic hour,43,265692,0,['T_047'],['5qO3EBbmjdcKnUbqd8JBIJ'],15/12/2020,69.8,0.438,0,-8.804,1,0.0381,0.671,0.00088,0.155,0.447,116.975,4
1VZza5Fp2d1TZRMC28CVQM,<U+90FD><U+602A><U+6211>,55,305063,0,['<U+80E1>66'],['0iMFttJ05HMGTKWRPHlFOF'],28/05/2020,48.9,0.517,2,-7.129,1,0.0361,0.735,4.45E-05,0.141,0.197,187.91,4
6UU24wuWgGwuSBAxDH866Z,Ma Vie (feat. Yay),71,233301,1,"['Kidd Keo', 'Yay']","['0VZrPa7mWAYXH4CwmYk8Km', '65UC5VKwU4vBSBSHckQd5l']",12/06/2020,93.6,0.825,1,-4.928,1,0.189,0.00612,0.0017,0.0703,0.843,123.991,4
4NGSzMAklZOJVIB12J3Rup,<U+9006><U+5149>,46,195228,0,['Kimberley Chen'],['1dVbVQZjRGDjQmHD8oiS8k'],22/05/2020,38.2,0.648,4,-6.354,1,0.046,0.406,0,0.28,0.184,89.607,4
3s16pawjq0MQVgv2MG08dz,Sem Ti,50,226047,0,"['Fernando Daniel', 'Agir']","['3Cpjz5dY9HNR41QuMn3oYC', '6CDebPALpa0iwJyx0IgnaC']",03/12/2020,57.3,0.548,7,-6.759,1,0.0409,0.0984,0,0.0603,0.26,86.071,4
2ZrZyoZJub4kQyIXmxl47l,Me Prendes,66,217182,1,['Eslabon Armado'],['0XeEobZplHxzM9QzFQWLiR'],06/04/2020,69,0.633,8,-7.736,0,0.0319,0.243,0,0.0648,0.884,102.107,3
3xf3Ji3kDHH62sYK662mwS,<U+8D64><U+306E><U+540C><U+76DF>,53,249768,0,['Tokyo Incidents'],['6KQWWzFLPQbqomJrieHAW5'],12/08/2020,40.3,0.917,7,-3.838,1,0.0825,0.00595,0.00217,0.105,0.399,169.656,4
3sJqXvTpUcOXNhuOn2QIQ5,<U+5016><U+5B58><U+8005>,53,281910,0,['JJ Lin'],['7Dx7RhX0mFuXhCOUgB01uM'],20/10/2020,35.4,0.464,11,-8.045,1,0.0283,0.581,0,0.135,0.264,138.294,4
76GQsOifRpppfQoiMoCG16,Merais,47,332130,0,['K-Clique'],['06RrXcTszCm5il0HKCD3Dh'],18/07/2020,73.2,0.75,5,-3.917,0,0.222,0.467,0,0.541,0.449,135.12,4
7o1sqyqK6IgzU30vTj2nyy,Be Around,53,195773,0,['Ocie Elliott'],['5jbk18C7YXRcEZxUWPJCyT'],06/03/2020,86.3,0.228,11,-14.891,1,0.0408,0.848,0.0377,0.112,0.322,96.058,4
4Z93atas4aeGcziHBNVpbD,Unfollow,52,151448,0,"[""What's Up"", 'Laura Vass', 'Jador']","['0b9WsUtumqqaRg8uHn3dDm', '4ZknxfV6pMMTWCESLnra6X', '6o6jMpcBBv4jMOEE1Z4tlJ']",16/12/2020,74.6,0.879,7,-4.206,0,0.0311,0.389,0.00291,0.143,0.917,145.019,4
6IzIKMx8L9wTsYeGeYkr72,Projection,40,102400,0,['Piandraft'],['7bAQbFqASaxRnL2GFLgwyk'],07/04/2020,82.6,0.527,1,-10.709,1,0.55,0.401,0.273,0.262,0.774,93.986,4
5MAH3S6cWwf4e3bCNjLEQI,<U+05DE><U+05D9><U+05E9><U+05D4><U+05D9> <U+05D0><U+05D7><U+05E8><U+05EA>,38,180315,0,['Sarit Avitan'],['6Jo65JMRNuJksETdITc9rO'],01/12/2020,76.1,0.546,9,-6.571,0,0.143,0.368,0,0.0731,0.625,132.324,4
1JPd9BSiiN7xrKE64Qo30m,Einsam an der Spitze,63,171147,0,['Capital Bra'],['4WZGDpNwrC0vNQyl9QzF7d'],17/09/2020,73.8,0.706,4,-4.839,0,0.298,0.262,0,0.161,0.541,80.092,4
73AvmbccSoMdjaurn1JnuI,Salam Alaikum (feat. 7ari & Steve Aoki),58,149969,1,"['Sfera Ebbasta', '7ari', 'Steve Aoki']","['23TFHmajVfBtlRx5MXqgoz', '292jMVlKq180yzi8WRaVU6', '77AiFEVeAVj2ORpC85QVJs']",18/12/2020,82,0.628,1,-5.8,0,0.0683,0.0402,0.0262,0.0935,0.495,110.002,4
6xmllRxAVXF6il4BOO7GNG,ON,64,246381,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],28/02/2020,58.3,0.817,9,-5.146,0,0.0987,0.118,0,0.338,0.438,105.936,4
59iaqF7XLiSXmI9Mz7Xcu8,Anoche Me Enamoré,61,139813,0,['Christian Nodal'],['0XwVARXT135rw8lyw1EeWP'],29/05/2020,67.3,0.565,4,-3.971,1,0.031,0.661,2.44E-06,0.151,0.96,136.1,4
24DhB7nuaZEaofV2kJAXsn,Nu Pot Sa Nu Pot,37,153692,1,['Oscar'],['6dKPNkSEQOrRRvZz63Y47F'],27/12/2020,75.3,0.559,1,-9.703,1,0.238,0.0538,0,0.319,0.198,130.882,3
4DIeKIPrZfqmb1XBfV5feA,Les Vacances,14,137167,0,['sadtoi'],['7G6bYv9rdldB4mNddVd2yy'],20/12/2020,46,0.303,5,-14.08,1,0.0474,0.43,0.578,0.135,0.0928,79.886,4
3VTKwL1uS2JGotaJA4oXXB,Pretty Savage,56,199122,0,['BLACKPINK'],['41MozSoPIsD1dJM0CLPjZF'],02/10/2020,69.9,0.588,9,-6.533,0,0.0402,0.00807,0.000131,0.107,0.35,151.971,4
1Q2ebj4xoyyGiGHYPGbXJU,From Home,64,260320,0,['NCT U'],['3paGCCtX1Xr4Gx53mSeZuQ'],12/10/2020,62.2,0.859,1,-3.034,1,0.0563,0.516,0,0.361,0.457,131.989,4
6OjSqRwvwPZy99Z7lA8CIY,On The Beach,59,188847,0,['Jubël'],['4FcZfItjVIsfO9TynErl7X'],27/03/2020,73.7,0.768,7,-4.207,0,0.0434,0.0102,0.000379,0.0961,0.614,122.009,4
0ff7MSTK8Y0b92TQCxjhm4,Interlude : Shadow,52,259821,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],28/02/2020,38.5,0.798,9,-6.439,0,0.483,0.115,0,0.181,0.141,149.756,4
1dUk8cwy9R1yPtpOjlqq4z,Feel Special - Japanese ver.,52,209480,0,['TWICE'],['7n2Ycct7Beij7Dj7meI4X0'],16/09/2020,70.7,0.951,1,-1.608,1,0.0522,0.0389,0.000113,0.129,0.696,128.993,4
73eoKpRypm2f9SEXdKMcec,Drop It,43,163773,0,['Mäkki'],['2510ceejHZpIpxbGpiovch'],24/07/2020,78.5,0.688,1,-5.519,1,0.0908,0.15,0,0.0657,0.492,102.012,4
4r0bFTDzTjl9bnd5mF2Omt,Blinding Lights 2020,54,219907,0,['Alfons'],['5f5mH9BDkeyXmDbzevu38d'],17/04/2020,78.5,0.69,7,-7.237,1,0.0715,0.0249,3.00E-04,0.277,0.389,128.005,4
6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,83,162547,1,['Lil Mosey'],['5zctI4wO9XSKS8XwcnqEHk'],07/02/2020,77.4,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4
2fuA2bAFbVidQUdCiLjuG7,A nie pamietasz jak?,62,253987,1,"['SB Maffija', 'Mata', 'White 2115', 'Jan-Rapowanie', 'Janusz Walczuk', 'Kacperczyk', 'Beteo']","['0AEQNlJAZeghMaFyIYfrQG', '0MIG6gMcQTSvFbKvUwK0id', '4nPxrGG7k7aEKmNLsfX4cd', '43yekIowVCHkR6TGGg9gSp', '44FnIf8PhG6EQRIoENsXu3', '2XsHanVw1onfSpTECII15X', '0kh9Gvy9lGZsq84x7I37DC']",18/09/2020,84.7,0.567,11,-8.162,0,0.396,0.27,0,0.0694,0.706,90.981,4
7f5SeKPwJm4eM4GcngH2SX,Cárcel,55,159120,0,['Juanka'],['3Wb38LDP3N4tkobValgE9D'],13/03/2020,83.1,0.92,2,-2.951,1,0.0937,0.262,0.00207,0.354,0.263,101.016,4
7zHrR46tS0KZ6kBTXyQmEz,Rindu Aku Rindu Kamu,53,272284,0,"['Dara Ayu', 'Bajol Ndanu']","['1nAdzqW8RvYMugm6eDs9Lx', '6ryObY5OCY1z42kWIOzh3h']",12/02/2020,83.5,0.75,3,-6.191,0,0.0295,0.0493,0.00236,0.1,0.881,106.084,4
5Q2UellLSilgE4IECvdHhu,Myndir,25,238347,0,['Ásgeir'],['7xUZ4069zcyBM4Bn10NQ1c'],07/02/2020,57.6,0.3,2,-12.563,1,0.0278,0.855,0.604,0.104,0.24,143.909,4
6p673elvG4JSEaiKhU9l26,Bell Bottom,53,236000,0,"['Baani Sandhu', 'Gur Sidhu', 'Mankirt Aulakh']","['3tDW6dCyLHiuOq5eKnHCW3', '0QntOArZgiNHoemAzwJPu5', '3uHUKCspaCzAab9A3LlGAr']",31/10/2020,72.5,0.763,9,-4.032,0,0.251,0.172,0,0.192,0.775,83.495,4
46WxSL1iEIRG3GAEsoE8HT,El Peor de Todos,38,212735,0,['Martín Quiroga'],['5jK8mbiICsPLYz9wYOlCdw'],15/05/2020,69.2,0.703,4,-4.148,0,0.0686,0.261,0,0.0783,0.733,107.611,4
1exkK673bBDyyRANB5tEpL,<U+0417><U+0430> <U+0432><U+0441><U+0438><U+0447><U+043A><U+0438> <U+0431><U+0438><U+0432><U+0448><U+0438>,35,213580,0,"['Galin', 'Madjuna', 'Adam']","['5amPFw5XVlNzP7uSKBXtai', '0dzqNEf8zaVrmB4u0fUFtC', '696J4fiOALx5ifVKv10VbK']",06/10/2020,72.8,0.832,11,-4.208,0,0.238,0.0434,0,0.122,0.618,175.974,4
10y0q9ys5yOQA4jGU7daz3,El Trato,57,211500,0,"['Cruzando El Charco', 'Coti']","['4STEdt6oH8RopaxpfWrO5Z', '1OUDQLymoysITxprkd0Qvj']",13/11/2020,50,0.232,5,-11.829,1,0.0271,0.943,0.000197,0.108,0.351,80,4
1WjQsEltdj3I1i9ex83AJ2,<U+0E41><U+0E04><U+0E48><U+0E44><U+0E21><U+0E48><U+0E2D><U+0E22><U+0E32><U+0E01><U+0E40><U+0E2B><U+0E47><U+0E19> (Tears),40,245875,0,['The White Hair Cut'],['2uL9cdYQwaJbvudGv4VxOc'],18/06/2020,57.6,0.812,5,-5.701,1,0.0479,0.324,0.000192,0.0663,0.4,193.89,4
6hczh7Zh4ZJzWw52X5Ne1J,RISING SOUL,52,247365,0,['J SOUL BROTHERS III'],['1g51NlHKUXlgfvGP22m0uD'],10/11/2020,65.7,0.857,0,-3.46,1,0.036,0.0069,5.01E-06,0.276,0.722,146.966,4
0LQF85Yt5Q4msjImIMshbL,Talk 2 Me,61,150667,1,['Yasin'],['6rYEqmajzlhGVaayOJ2bpJ'],04/12/2020,81.4,0.643,9,-7.946,1,0.0563,0.311,1.97E-06,0.106,0.269,90.008,4
0cpsktCQ7yTvzk4oIDP8ar,<U+043C><U+0435><U+043B><U+043E><U+0447><U+044C>,53,214917,0,['<U+043A><U+0438><U+0441>-<U+043A><U+0438><U+0441>'],['4jIvmo6hfAQ04NSOWPVVA3'],25/09/2020,46.2,0.729,1,-6.412,0,0.0351,0.000887,7.12E-05,0.139,0.543,171.07,4
1OEN5wnzICsfdDOGbwaAdb,Riptide,64,137130,0,['VAX'],['6cQVcprcYDxGM79YmyCkcQ'],13/11/2020,48.4,0.18,6,-11.075,1,0.0417,0.795,0,0.266,0.257,76.969,1
6s27C7yI8gwZA01WSy3WXG,Dadinho,61,208587,1,"['Lacrim', 'Ninho']","['7DUTsWY3RBd64vh8UtgtYA', '6Te49r3A6f5BiIgBRxH7FH']",15/10/2020,82.4,0.574,0,-7.05,1,0.473,0.461,0,0.0679,0.356,124.108,4
298c1ARVX00N2RV2dYdcKl,<U+0417><U+0432><U+0435><U+0437><U+0434><U+0430> <U+0443><U+043F><U+0430><U+043B><U+0430>,56,202759,0,['MAYOT'],['3KtiWEUyKC5lgHedcN6y6C'],04/09/2020,75,0.354,5,-8.851,0,0.0503,0.374,0,0.373,0.201,86.966,4
