country_code,year,country,managers_employment_share,energy_pc
KAZ,2011,Kazakhstan,5.187,198.614305948913
KAZ,2012,Kazakhstan,5.083,187.231367001208
KAZ,2013,Kazakhstan,5.403,203.461439784938
KAZ,2014,Kazakhstan,5.334,188.725833267721
KEN,1991,Kenya,1.237,21.9527370802219
KEN,1992,Kenya,1.203,21.8406293954936
KEN,1993,Kenya,1.178,21.7184572897553
KEN,1994,Kenya,1.175,21.3594229337264
KEN,1995,Kenya,1.194,21.6744543503611
KEN,1996,Kenya,1.204,21.8053121340242
KEN,1997,Kenya,1.193,21.5002732610809
KEN,1998,Kenya,1.195,21.6652674748429
KEN,1999,Kenya,1.187,21.5574056301272
KEN,2000,Kenya,1.158,21.6928437322284
KEN,2001,Kenya,1.182,21.4375057550296
KEN,2002,Kenya,1.178,21.1815901448941
KEN,2003,Kenya,1.179,21.081217615871
KEN,2004,Kenya,1.187,21.4963659228149
KEN,2005,Kenya,1.203,21.642234357602
KEN,2006,Kenya,1.234,21.9097646253367
KEN,2007,Kenya,1.256,21.7979756376945
KEN,2008,Kenya,1.233,21.9317788750057
KEN,2009,Kenya,1.224,22.503920286408
KEN,2010,Kenya,1.243,22.8204291166839
KEN,2011,Kenya,1.247,22.6914321605006
KEN,2012,Kenya,1.262,22.4034576538059
KEN,2013,Kenya,1.283,22.9806278906161
KEN,2014,Kenya,1.295,24.5525027028924
KGZ,1991,Kyrgyz Republic,3.174,66.7214515309489
KGZ,1992,Kyrgyz Republic,3.145,49.2261850274872
KGZ,1993,Kyrgyz Republic,3.38,38.932817868005
KGZ,1994,Kyrgyz Republic,3.64,28.9670731909269
KGZ,1995,Kyrgyz Republic,3.807,24.9448416690238
KGZ,1996,Kyrgyz Republic,3.751,27.9976649330516
KGZ,1997,Kyrgyz Republic,3.804,26.1750245100196
KGZ,1998,Kyrgyz Republic,3.954,27.2943701852086
KGZ,1999,Kyrgyz Republic,3.939,23.9237166140435
KGZ,2000,Kyrgyz Republic,3.849,22.8758056781676
KGZ,2001,Kyrgyz Republic,3.873,21.3056239235918
KGZ,2002,Kyrgyz Republic,3.96,23.3744271882457
KGZ,2003,Kyrgyz Republic,0.87,24.4614761227732
KGZ,2004,Kyrgyz Republic,1.24,23.901126377248
KGZ,2005,Kyrgyz Republic,1.91,23.9293520096471
KGZ,2006,Kyrgyz Republic,2.35,23.3798811434034
KGZ,2007,Kyrgyz Republic,2.164,26.528325934579
KGZ,2008,Kyrgyz Republic,1.939,27.9237126375802
KGZ,2009,Kyrgyz Republic,1.77,25.4899435932573
KGZ,2010,Kyrgyz Republic,1.57,24.2165445749126
KGZ,2011,Kyrgyz Republic,1.5,28.1891050859689
KGZ,2012,Kyrgyz Republic,1.43,33.9225584252904
KGZ,2013,Kyrgyz Republic,1.12,31.9585831477348
KGZ,2014,Kyrgyz Republic,0.94,30.2873728774175
KHM,1995,Cambodia,0.546,14.204307750417
KHM,1996,Cambodia,0.56,14.3691466068442
KHM,1997,Cambodia,0.567,14.2311564567201
KHM,1998,Cambodia,0.532,15.4465983937298
KHM,1999,Cambodia,0.529,15.1635680740638
KHM,2000,Cambodia,0.515,14.8128521406157
KHM,2001,Cambodia,0.684,14.635802194656
KHM,2002,Cambodia,0.766,16.2928592518804
KHM,2003,Cambodia,0.851,16.4600325389824
KHM,2004,Cambodia,0.973,13.9189184689914
KHM,2005,Cambodia,1.11,13.8967889971426
KHM,2006,Cambodia,1.247,13.712059217477
KHM,2007,Cambodia,1.402,13.7036734237056
KHM,2008,Cambodia,1.54,13.5792782500795
KHM,2009,Cambodia,1.639,18.15320264087
KHM,2010,Cambodia,1.779,18.562165048397
KHM,2011,Cambodia,1.925,19.0220970174887
KHM,2012,Cambodia,2.098,19.4219491319066
KHM,2013,Cambodia,2.146,19.6783662088498
KHM,2014,Cambodia,2.203,20.5127922508401
KOR,1991,"Korea, Rep.",3.014,99.6309114283609
KOR,1992,"Korea, Rep.",2.931,109.164152711803
KOR,1993,"Korea, Rep.",2.846,120.880795404012
KOR,1994,"Korea, Rep.",2.813,126.918977365474
KOR,1995,"Korea, Rep.",2.687,137.458170615672
KOR,1996,"Korea, Rep.",2.76,147.704225448034
KOR,1997,"Korea, Rep.",2.614,159.063135893719
KOR,1998,"Korea, Rep.",2.66,144.471187831252
KOR,1999,"Korea, Rep.",2.454,158.332432395516
KOR,2000,"Korea, Rep.",2.292,170.640203845344
KOR,2001,"Korea, Rep.",2.532,171.923361111253
KOR,2002,"Korea, Rep.",2.675,177.66585784668
KOR,2003,"Korea, Rep.",2.787,180.304009845863
KOR,2004,"Korea, Rep.",2.624,184.456495539937
KOR,2005,"Korea, Rep.",2.567,185.777487435337
KOR,2006,"Korea, Rep.",2.505,187.800047916768
KOR,2007,"Korea, Rep.",2.387,194.183273014932
KOR,2008,"Korea, Rep.",2.303,196.895904519783
KOR,2009,"Korea, Rep.",2.33,197.732754630142
KOR,2010,"Korea, Rep.",2.36,214.300843607888
KOR,2011,"Korea, Rep.",2.12,221.464460916106
KOR,2012,"Korea, Rep.",1.88,222.801393339911
KOR,2013,"Korea, Rep.",1.62,222.096150713339
KOR,2014,"Korea, Rep.",1.56,224.507763071334
KOR,2015,"Korea, Rep.",1.37,229.702410602581
KWT,1991,Kuwait,6.329,58.4152816016711
KWT,1995,Kuwait,6.223,387.565763501474
KWT,1996,Kuwait,6.061,376.31543011204
KWT,1997,Kuwait,6.11,361.73029125276
KWT,1998,Kuwait,6.383,385.835024433438
KWT,1999,Kuwait,6.187,388.527237235079
KWT,2000,Kuwait,5.998,385.181778556942
KWT,2001,Kuwait,6.066,399.550076925677
KWT,2002,Kuwait,6.147,404.24298307061
KWT,2003,Kuwait,6.176,425.774677233806
KWT,2004,Kuwait,6.212,446.180744316852
KWT,2005,Kuwait,6.17,486.387066358771
KWT,2006,Kuwait,6.184,455.032674598683
KWT,2007,Kuwait,6.323,442.318314173973
KWT,2008,Kuwait,6.147,456.309498819664
KWT,2009,Kuwait,6.314,469.573095158904
KWT,2010,Kuwait,6.094,451.015360980005
KWT,2011,Kuwait,5.853,427.913335493427
KWT,2012,Kuwait,5.815,461.645963805889
KWT,2013,Kuwait,5.844,409.522337212527
KWT,2014,Kuwait,5.886,378.060515483198
LBN,1991,Lebanon,10.971,39.8418746291769
LBN,1992,Lebanon,10.628,39.4156619345133
LBN,1993,Lebanon,10.582,53.7214438188233
LBN,1994,Lebanon,10.599,57.1907784222582
LBN,1995,Lebanon,10.635,63.9151694974871
LBN,1996,Lebanon,10.765,66.4475351830824
LBN,1997,Lebanon,10.808,74.1394857131804
LBN,1998,Lebanon,10.537,72.4266663745818
LBN,1999,Lebanon,10.603,74.6540424914422
LBN,2000,Lebanon,10.892,66.557226699418
LBN,2001,Lebanon,10.73,68.609224269019
LBN,2002,Lebanon,10.834,65.1772065234144
LBN,2003,Lebanon,10.948,62.2420926867742
LBN,2004,Lebanon,11.209,60.3539355330135
LBN,2005,Lebanon,11.733,56.0077596693642
LBN,2006,Lebanon,12.206,52.5282542358112
LBN,2007,Lebanon,12.844,46.3448537076739
LBN,2008,Lebanon,13.032,58.3639998382355
LBN,2009,Lebanon,13.189,69.5980974348974
LBN,2010,Lebanon,13.353,64.6296292998309
LBN,2011,Lebanon,13.217,60.9663312922884
LBN,2012,Lebanon,13.082,64.1250965374501
LBN,2013,Lebanon,12.827,59.170610515494
LBN,2014,Lebanon,12.723,59.0492035497016
LBY,1991,Libya,3.179,107.436433356737
LBY,1992,Libya,3.174,104.528679911475
LBY,1993,Libya,3.191,106.06626736303
LBY,1994,Libya,3.208,116.978990789663
LBY,1995,Libya,3.175,121.383501876057
LBY,1996,Libya,3.175,126.575095228839
LBY,1997,Libya,3.145,126.618666433737
LBY,1998,Libya,3.273,126.234461203036
LBY,1999,Libya,3.186,122.792450762529
LBY,2000,Libya,3.048,126.787323458833
LBY,2001,Libya,3.07,128.549085279509
LBY,2002,Libya,2.849,131.513998901367
LBY,2003,Libya,2.756,133.142535753019
LBY,2004,Libya,2.665,134.706452553619
LBY,2005,Libya,2.593,131.514948309508
LBY,2006,Libya,2.554,130.973432265331
LBY,2007,Libya,2.591,120.225124238537
LBY,2008,Libya,2.525,126.16426507818
LBY,2009,Libya,2.669,135.059100074865
LBY,2010,Libya,2.62,144.111027757518
LBY,2011,Libya,3.104,95.5800240477643
LBY,2012,Libya,2.779,119.564468955706
LBY,2013,Libya,2.781,134.249240533922
LBY,2014,Libya,2.785,123.642228619701
LCA,2004,St. Lucia,7.549,34.0217186857248
LCA,2005,St. Lucia,7.727,34.5122184839022
LCA,2006,St. Lucia,7.744,33.1777721538616
LCA,2007,St. Lucia,8.129,35.0915593263804
LKA,1991,Sri Lanka,2.459,16.4228532210764
LKA,1992,Sri Lanka,2.589,16.6165078125739
LKA,1993,Sri Lanka,2.67,17.2025116014759
LKA,1994,Sri Lanka,2.765,16.513244256718
LKA,1995,Sri Lanka,2.896,16.8351660343156
LKA,1996,Sri Lanka,3,18.3707574178911
LKA,1997,Sri Lanka,3.101,18.8376223925533
LKA,1998,Sri Lanka,3.255,19.0178527157344
LKA,1999,Sri Lanka,3.348,20.0110014239357
LKA,2000,Sri Lanka,3.43,21.6174542644003
LKA,2001,Sri Lanka,3.543,20.8755631321413
LKA,2002,Sri Lanka,4.247,21.0644792647485
LKA,2003,Sri Lanka,3.294,21.973334413101
LKA,2004,Sri Lanka,3.902,22.0706820351534
LKA,2005,Sri Lanka,4.459,22.3571411969099
LKA,2006,Sri Lanka,5.161,22.3885811445242
LKA,2007,Sri Lanka,4.888,22.6272858400261
LKA,2008,Sri Lanka,4.642,22.1886463763424
LKA,2009,Sri Lanka,4.619,21.9225364267769
LKA,2010,Sri Lanka,4.639,23.248485034542
LKA,2011,Sri Lanka,4.588,24.6093891094585
LKA,2012,Sri Lanka,4.601,26.1264976226928
LKA,2013,Sri Lanka,4.701,23.4619226847656
LKA,2014,Sri Lanka,4.558,24.639777978637
LTU,1991,Lithuania,9.557,195.720344607603
LTU,1992,Lithuania,9.735,127.756482900616
LTU,1993,Lithuania,9.76,106.56316137007
LTU,1994,Lithuania,9.877,96.0209222062315
LTU,1995,Lithuania,9.906,103.586461688495
LTU,1996,Lithuania,9.934,112.333598697244
LTU,1997,Lithuania,9.921,107.32223764129
LTU,1998,Lithuania,9.307,113.30577067466
LTU,1999,Lithuania,9.345,97.663657267541
LTU,2000,Lithuania,9.387,88.3674182239535
LTU,2001,Lithuania,9.399,102.900771248264
LTU,2002,Lithuania,9.439,110.839387798585
LTU,2003,Lithuania,9.416,116.487231484338
LTU,2004,Lithuania,9.38,119.415736555679
LTU,2005,Lithuania,9.367,114.542503707208
LTU,2006,Lithuania,9.34,114.67700887236
LTU,2007,Lithuania,9.316,125.614098058959
LTU,2008,Lithuania,9.283,127.651846003202
LTU,2009,Lithuania,9.004,119.065571725448
LTU,2010,Lithuania,9.146,98.3378891907863
LTU,2011,Lithuania,9.23,104.062104558385
LTU,2012,Lithuania,8.92,106.42840497562
LTU,2013,Lithuania,8.9,101.724375493356
LTU,2014,Lithuania,8.869,103.006800379465
LUX,1991,Luxembourg,7.911,394.665400865581
LUX,1992,Luxembourg,7.762,390.841210824567
LUX,1993,Luxembourg,7.605,391.044714270298
LUX,1994,Luxembourg,6.092,372.468296800719
LUX,1995,Luxembourg,5.747,325.666349437522
LUX,1996,Luxembourg,4.812,325.907992654068
LUX,1997,Luxembourg,4.228,313.292004013358
LUX,1998,Luxembourg,4.255,298.93269785434
LUX,1999,Luxembourg,4.846,307.309968440459
LUX,2000,Luxembourg,4.897,324.47017567775
LUX,2001,Luxembourg,4.42,337.28234091948
LUX,2002,Luxembourg,4.629,346.571866080091
LUX,2003,Luxembourg,5.435,361.006950446029
LUX,2004,Luxembourg,5.429,396.089579195934
LUX,2005,Luxembourg,5.308,397.82183344666
LUX,2006,Luxembourg,4.971,387.008219978161
LUX,2007,Luxembourg,4.182,370.401869686979
LUX,2008,Luxembourg,4.027,363.633363305374
LUX,2009,Luxembourg,3.517,335.979140626033
LUX,2010,Luxembourg,3.573,351.794958962154
LUX,2011,Luxembourg,4.303,340.36189779727
LUX,2012,Luxembourg,2.787,326.369021996894
LUX,2013,Luxembourg,2.44,309.201626409258
LUX,2014,Luxembourg,2.781,290.31717648308
LUX,2015,Luxembourg,2.087,277.225006482107
LVA,1991,Latvia,7.747,119.938200174843
LVA,1992,Latvia,7.987,100.835274651594
LVA,1993,Latvia,8.091,89.2479050841522
LVA,1994,Latvia,8.226,82.3528206955749
LVA,1995,Latvia,8.318,80.4947990838848
LVA,1996,Latvia,8.393,80.0927928112576
LVA,1997,Latvia,7.403,79.3127274813794
LVA,1998,Latvia,7.56,78.2588627858486
LVA,1999,Latvia,8.633,72.7211582640422
LVA,2000,Latvia,9.884,70.8180462974706
LVA,2001,Latvia,10.215,76.7089096563843
LVA,2002,Latvia,9.485,76.8804299323554
LVA,2003,Latvia,8.726,82.1849620273151
LVA,2004,Latvia,9.767,85.1638905884215
LVA,2005,Latvia,9.607,87.7370859189187
LVA,2006,Latvia,8.647,91.5532034993226
LVA,2007,Latvia,8.207,94.3208105338191
LVA,2008,Latvia,9.046,91.2455974698818
LVA,2009,Latvia,9.33,89.1296305043772
LVA,2010,Latvia,10.015,93.0161894298791
LVA,2011,Latvia,10.172,89.5823442665447
LVA,2012,Latvia,9.173,93.9344501712908
LVA,2013,Latvia,9.942,93.3305535551159
LVA,2014,Latvia,9.975,94.1964380688191
MAR,1991,Morocco,0.716,16.2860070876161
MAR,1992,Morocco,0.739,16.8227375137026
MAR,1993,Morocco,0.745,17.0998221897056
MAR,1994,Morocco,0.731,17.8537073327195
MAR,1995,Morocco,0.747,17.4961880433973
MAR,1996,Morocco,0.725,18.0192211059244
MAR,1997,Morocco,0.736,18.2775125964169
MAR,1998,Morocco,0.732,18.3770529261731
MAR,1999,Morocco,0.743,19.1513726764211
MAR,2000,Morocco,0.75,19.047476898556
MAR,2001,Morocco,0.75,19.8151898650288
MAR,2002,Morocco,0.75,19.8997927646434
MAR,2003,Morocco,0.74,19.6394293643268
MAR,2004,Morocco,0.74,22.5115762427766
MAR,2005,Morocco,0.8,23.4191834220988
MAR,2006,Morocco,1.11,23.5302659237646
MAR,2007,Morocco,0.93,23.9316263095635
MAR,2008,Morocco,0.93,24.4774451643308
MAR,2009,Morocco,1,24.3668060205776
MAR,2010,Morocco,0.9,25.1218194110253
MAR,2011,Morocco,0.701,26.5070208156175
MAR,2012,Morocco,0.707,26.4994182379886
MAR,2013,Morocco,0.7,26.2572972089108
MAR,2014,Morocco,0.704,26.2137190716383
MDA,1991,Moldova,3.124,96.3191071825486
MDA,1992,Moldova,2.953,80.3974040014137
MDA,1993,Moldova,2.992,72.0263979304351
MDA,1994,Moldova,3.143,60.7911208103873
MDA,1995,Moldova,3.178,56.8063517435562
MDA,1996,Moldova,3.291,49.3443312695857
MDA,1997,Moldova,3.362,47.4047571196191
MDA,1998,Moldova,3.543,44.0127698176213
MDA,1999,Moldova,3.682,38.8240462231139
MDA,2000,Moldova,3.365,36.220145415663
MDA,2001,Moldova,3.687,38.2443319264344
MDA,2002,Moldova,4.034,38.8291655491674
MDA,2003,Moldova,4.773,41.9948098359755
MDA,2004,Moldova,5.177,42.2852558311019
MDA,2005,Moldova,5.718,43.7830734398781
MDA,2006,Moldova,7.094,43.3498087809305
MDA,2007,Moldova,6.659,42.35353008629
MDA,2008,Moldova,6.883,42.2828882988846
MDA,2009,Moldova,7.195,40.3619815442417
MDA,2010,Moldova,7.287,44.2806472337644
MDA,2011,Moldova,7.443,43.6547810113086
MDA,2012,Moldova,7.962,43.2303143183161
MDA,2013,Moldova,7.913,39.1741344087808
MDA,2014,Moldova,7.426,41.9238827960344
MDV,2004,Maldives,6.463,36.7748692228167
MDV,2005,Maldives,6.36,32.6022732903544
MDV,2006,Maldives,7.072,39.8891424746918
MDV,2007,Maldives,7.5,40.3061378844223
MEX,1991,Mexico,3.698,65.4942321874688
MEX,1992,Mexico,3.689,64.7698171924189
MEX,1993,Mexico,3.709,64.5800744258116
MEX,1994,Mexico,3.688,64.7734415652778
MEX,1995,Mexico,3.641,61.7230407421086
MEX,1996,Mexico,3.96,61.987479516508
MEX,1997,Mexico,3.639,64.0528629235303
MEX,1998,Mexico,3.677,64.7770897073874
MEX,1999,Mexico,3.182,65.6222052160227
MEX,2000,Mexico,3.882,64.7945947821345
MEX,2001,Mexico,3.789,66.1397302470547
MEX,2002,Mexico,3.472,65.6675526138484
MEX,2003,Mexico,3.342,68.5830336194586
MEX,2004,Mexico,3.235,68.4577505185299
MEX,2005,Mexico,3.264,72.0035304182516
MEX,2006,Mexico,3.246,72.5369929671855
MEX,2007,Mexico,3.269,71.006917495363
MEX,2008,Mexico,3.275,69.2355249253531
MEX,2009,Mexico,3.352,68.2615940453652
MEX,2010,Mexico,3.356,65.4245032580789
MEX,2011,Mexico,3.348,67.6098715207569
MEX,2012,Mexico,3.358,69.4846747043011
MEX,2013,Mexico,3.418,68.6921313005996
MEX,2014,Mexico,3.159,66.4134990495926
MEX,2015,Mexico,3.12,65.3566964561101
MKD,1991,North Macedonia,5.346,54.0438603862873
MKD,1992,North Macedonia,5.217,59.9206031865863
MKD,1993,North Macedonia,5.411,61.5728196061301
MKD,1994,North Macedonia,5.456,55.3155842578861
MKD,1995,North Macedonia,5.276,55.8279546160449
MKD,1996,North Macedonia,5.251,65.2339022111541
MKD,1997,North Macedonia,5.222,59.3113334716719
MKD,1998,North Macedonia,5.205,63.173257735315
MKD,1999,North Macedonia,5.207,59.1051937872771
MKD,2000,North Macedonia,5.177,57.9465099231334
MKD,2001,North Macedonia,5.18,55.8647247784894
MKD,2002,North Macedonia,5.162,54.6997704196329
MKD,2003,North Macedonia,5.084,59.9356671811217
MKD,2004,North Macedonia,5.089,58.9553378594751
MKD,2005,North Macedonia,4.89,59.9708122107229
MKD,2006,North Macedonia,4.877,62.5642643714275
MKD,2007,North Macedonia,4.768,64.3801518806692
MKD,2008,North Macedonia,5.404,64.227753258098
MKD,2009,North Macedonia,5.78,60.0234215557136
MKD,2010,North Macedonia,5.415,61.2752403628448
MKD,2011,North Macedonia,5.889,66.1153526301523
MKD,2012,North Macedonia,5.306,62.8350770772596
MKD,2013,North Macedonia,5.227,57.527731044422
MKD,2014,North Macedonia,4.129,55.9170817908287
MLT,1991,Malta,7.042,80.3656484172279
MLT,1992,Malta,7.106,78.7142614350485
MLT,1993,Malta,7.167,98.8931152520342
MLT,1994,Malta,7.226,89.1513103330719
MLT,1995,Malta,7.286,81.7302947161758
MLT,1996,Malta,7.342,79.9540492774737
MLT,1997,Malta,7.395,88.7778580297057
MLT,1998,Malta,7.447,78.1184502927661
MLT,1999,Malta,7.496,84.4237047833678
MLT,2000,Malta,7.543,75.5595368472699
MLT,2001,Malta,8.377,86.8482890897625
MLT,2002,Malta,9.179,80.5922413587964
MLT,2003,Malta,10.433,89.785860149024
MLT,2004,Malta,9.836,89.5800984770793
MLT,2005,Malta,9.681,94.3764885323633
MLT,2006,Malta,9.434,89.123825920935
MLT,2007,Malta,8.515,93.3470406509547
MLT,2008,Malta,8.303,88.6147469124276
MLT,2009,Malta,8.895,82.0697948137997
MLT,2010,Malta,9.446,87.3080006941492
MLT,2011,Malta,8.79,86.5130534506634
MLT,2012,Malta,9.551,90.5769774323404
MLT,2013,Malta,9.705,78.5531633344276
MLT,2014,Malta,9.292,77.6443898136895
MMR,1991,Myanmar,0.174,13.7306444392965
MMR,1992,Myanmar,0.185,13.9243063283086
MMR,1993,Myanmar,0.191,13.7098665652522
MMR,1994,Myanmar,0.202,14.247876743604
MMR,1995,Myanmar,0.214,14.4910672234399
MMR,1996,Myanmar,0.222,14.3675575312898
MMR,1997,Myanmar,0.231,14.4547314636734
MMR,1998,Myanmar,0.241,14.6107059178541
MMR,1999,Myanmar,0.259,14.5034336502147
MMR,2000,Myanmar,0.287,14.7208157574555
MMR,2001,Myanmar,0.307,14.3249321836351
MMR,2002,Myanmar,0.331,14.5789658876297
MMR,2003,Myanmar,0.366,15.4267915506766
MMR,2004,Myanmar,0.397,15.9857045699791
MMR,2005,Myanmar,0.429,15.9201301050079
MMR,2006,Myanmar,0.464,16.0050888859794
MMR,2007,Myanmar,0.492,16.4025844815091
MMR,2008,Myanmar,0.521,15.8424145908672
MMR,2009,Myanmar,0.55,15.0918678381796
MMR,2010,Myanmar,0.572,14.7605880455318
MMR,2011,Myanmar,0.588,14.9195308643681
MMR,2012,Myanmar,0.611,15.9130091981339
MMR,2013,Myanmar,0.638,16.5749648071815
MMR,2014,Myanmar,0.658,18.625770093729
MNE,2005,Montenegro,5.399,76.156820019801
MNE,2006,Montenegro,5.047,83.1731401994447
MNE,2007,Montenegro,4.659,83.7769827827441
MNE,2008,Montenegro,4.503,89.6380366532862
MNE,2009,Montenegro,5.135,71.9841647505989
MNE,2010,Montenegro,5.512,82.533902147509
MNE,2011,Montenegro,5.193,79.068970765726
MNE,2012,Montenegro,5.455,74.7258840586568
MNE,2013,Montenegro,4.818,69.2253219303483
MNE,2014,Montenegro,4.598,67.4604038773861
MNG,1991,Mongolia,4.437,75.082669449453
MNG,1992,Mongolia,4.21,65.3827454699016
MNG,1993,Mongolia,4.225,60.8422683088229
MNG,1994,Mongolia,4.26,52.6480628227455
MNG,1995,Mongolia,4.303,52.152591559612
MNG,1996,Mongolia,4.351,44.079417900799
MNG,1997,Mongolia,4.523,42.9084669937065
MNG,1998,Mongolia,4.689,42.8873146615492
MNG,1999,Mongolia,4.8,42.5961952786769
MNG,2000,Mongolia,5.054,44.9095533588582
MNG,2001,Mongolia,5.094,44.8373140247655
MNG,2002,Mongolia,5.138,47.3567804673785
MNG,2003,Mongolia,5.024,45.875634394293
MNG,2004,Mongolia,4.861,46.6623955081771
MNG,2005,Mongolia,4.731,52.698056595602
MNG,2006,Mongolia,4.602,58.838074639865
MNG,2007,Mongolia,4.549,60.7327243314319
MNG,2008,Mongolia,4.628,60.1487552677597
MNG,2009,Mongolia,5.01,61.4762478207924
MNG,2010,Mongolia,5.696,63.904944412339
MNG,2011,Mongolia,5.565,68.4544060798526
MNG,2012,Mongolia,5.559,74.0604395188924
MNG,2013,Mongolia,6.429,79.8037025771613
MNG,2014,Mongolia,5.936,80.0197721920531
MOZ,1991,Mozambique,0.129,21.2131760706361
MOZ,1992,Mozambique,0.12,20.818326700776
MOZ,1993,Mozambique,0.126,20.4662196189974
MOZ,1994,Mozambique,0.129,19.9789206357773
MOZ,1995,Mozambique,0.128,19.7521949008178
MOZ,1996,Mozambique,0.155,19.5517118722843
MOZ,1997,Mozambique,0.167,19.5815763057606
MOZ,1998,Mozambique,0.182,19.3216358104744
MOZ,1999,Mozambique,0.192,19.2197499417486
MOZ,2000,Mozambique,0.196,19.6775072740216
MOZ,2001,Mozambique,0.214,20.053926484186
MOZ,2002,Mozambique,0.225,19.7802652285433
MOZ,2003,Mozambique,0.23,20.1770479186845
MOZ,2004,Mozambique,0.239,20.3180169036113
MOZ,2005,Mozambique,0.252,20.0427414193901
MOZ,2006,Mozambique,0.262,20.0431258279101
MOZ,2007,Mozambique,0.272,20.2610951134854
MOZ,2008,Mozambique,0.28,20.0893550288249
MOZ,2009,Mozambique,0.286,20.2098163167562
MOZ,2010,Mozambique,0.295,20.273020447995
MOZ,2011,Mozambique,0.306,20.4499855948091
MOZ,2012,Mozambique,0.317,20.2662888997377
MOZ,2013,Mozambique,0.329,20.3702047003509
MOZ,2014,Mozambique,0.339,20.9590508074218
MUS,1991,Mauritius,2.819,29.6183312468448
MUS,1992,Mauritius,2.886,30.5965812406946
MUS,1993,Mauritius,2.939,31.4780979957334
MUS,1994,Mauritius,2.994,30.5897552214672
MUS,1995,Mauritius,3.061,32.2385253097096
MUS,1996,Mauritius,3.178,32.4575123747437
MUS,1997,Mauritius,3.288,32.8903260716699
MUS,1998,Mauritius,3.411,34.4759166845734
MUS,1999,Mauritius,3.505,35.5197398797875
MUS,2000,Mauritius,3.649,38.695310815005
MUS,2001,Mauritius,3.056,40.1833891080393
MUS,2002,Mauritius,3.145,39.6153243711486
MUS,2003,Mauritius,3.454,41.1170200805689
MUS,2004,Mauritius,3.691,41.5664611785783
MUS,2005,Mauritius,3.22,42.6519252265453
MUS,2006,Mauritius,3.33,45.1965732797432
MUS,2007,Mauritius,3.385,45.2415059779613
MUS,2008,Mauritius,3.226,46.0620921852675
MUS,2009,Mauritius,3.296,44.9028819427075
MUS,2010,Mauritius,3.505,47.1623116090981
MUS,2011,Mauritius,3.558,47.1647146053082
MUS,2012,Mauritius,3.244,47.762186182667
MUS,2013,Mauritius,4.43,48.8903452500875
MUS,2014,Mauritius,4.738,49.5893858703252
MYS,1991,Malaysia,6.258,63.9232131045121
MYS,1992,Malaysia,6.179,68.4596510156546
MYS,1993,Malaysia,6.188,72.0306042320224
MYS,1994,Malaysia,6.079,69.987568021352
MYS,1995,Malaysia,5.978,73.6748414251967
MYS,1996,Malaysia,5.88,79.2377723962258
MYS,1997,Malaysia,5.789,89.4915313389861
MYS,1998,Malaysia,5.633,83.1834386295715
MYS,1999,Malaysia,5.545,82.2797990179825
MYS,2000,Malaysia,5.46,91.3392507630735
MYS,2001,Malaysia,5.497,92.9423045664405
MYS,2002,Malaysia,6.121,94.0479347781567
MYS,2003,Malaysia,5.945,98.6096556998716
MYS,2004,Malaysia,6.358,103.835274008922
MYS,2005,Malaysia,5.716,110.305781974357
MYS,2006,Malaysia,5.96,108.897195037296
MYS,2007,Malaysia,5.392,116.857106155085
MYS,2008,Malaysia,5.172,119.887510765251
MYS,2009,Malaysia,5.558,112.07782821414
MYS,2010,Malaysia,5.39,112.344802110609
MYS,2011,Malaysia,5.609,114.933024497858
MYS,2012,Malaysia,5.339,114.807940563463
MYS,2013,Malaysia,5.131,126.809443469153
MYS,2014,Malaysia,4.799,127.301381875936
NAM,1991,Namibia,1.975,22.8968597523296
NAM,1992,Namibia,2.026,23.5026929879491
NAM,1993,Namibia,1.99,24.4145893052917
NAM,1994,Namibia,1.921,25.4034926848045
NAM,1995,Namibia,1.942,26.8095165422436
NAM,1996,Namibia,1.938,27.8093302227685
NAM,1997,Namibia,1.933,27.6044472861674
NAM,1998,Namibia,1.909,27.9407724736892
NAM,1999,Namibia,1.907,27.2219447561178
NAM,2000,Namibia,1.864,25.5353339925207
NAM,2001,Namibia,2.019,29.2351978437553
NAM,2002,Namibia,2.216,26.9389014506933
NAM,2003,Namibia,2.485,27.640802127523
NAM,2004,Namibia,2.818,28.5418499928923
NAM,2005,Namibia,2.915,30.3673235063635
NAM,2006,Namibia,3.012,30.1025169393532
NAM,2007,Namibia,3.173,30.5660509801526
NAM,2008,Namibia,3.276,31.9865915049279
NAM,2009,Namibia,3.443,32.0854681646023
NAM,2010,Namibia,3.627,32.6964528394243
NAM,2011,Namibia,3.497,33.0713107445891
NAM,2012,Namibia,3.326,33.4958776848761
NAM,2013,Namibia,2.925,34.4466448583051
NAM,2014,Namibia,3.145,34.9436580871803
NER,2000,Niger,0.413,8.47429671847468
NER,2001,Niger,0.411,8.43609141610375
NER,2002,Niger,0.414,8.44320157804046
NER,2003,Niger,0.428,8.48153457194786
NER,2004,Niger,0.421,8.52634619629589
NER,2005,Niger,0.43,8.3855853946731
NER,2006,Niger,0.436,8.32301134628901
NER,2007,Niger,0.436,8.36514428173514
NER,2008,Niger,0.448,8.41039350544149
NER,2009,Niger,0.443,8.52236935387334
NER,2010,Niger,0.454,8.73673131703786
NER,2011,Niger,0.457,7.80514392367556
NER,2012,Niger,0.478,8.43082108882861
NER,2013,Niger,0.49,9.57225149046732
NER,2014,Niger,0.506,9.36729880618748
NGA,1991,Nigeria,1.013,32.8767686141342
