managers_employment_share,energy_pc,span_of_control
5.24106453027974,446.457063145987,3.8422575050475
2.01975238566954,1119.40555763732,6.41541123571935
2.02302042691036,989.424293157957,6.36579040090656
2.66690613066458,382.877558960832,5.18519541027971
5.40636006290313,606.120766816546,3.87201536870077
8.15551639483527,388.563244841263,3.08401283663108
7.0248719417136,1404.11857570574,3.54674381129972
3.69518152148071,31124.1799493144,5.13975567628378
2.42913148371532,492.568860263318,5.54546385816217
5.05313480501701,1551.72569498414,4.17732537635222
2.10426956502197,1211.56777387084,6.31952559583851
1.6847410413094,402.093757198414,6.43996309612699
9.53691414234752,765.293552899788,2.98916636538846
2.42034150430515,666.021163029046,5.69384396840342
3.427725985093,483.465524204199,4.70424564440807
2.01780866956685,807.183997947876,6.28012198667633
2.197271015656,460.342441150569,5.76522194306975
4.28151372335861,512.32781200277,4.25655702598483
5.51576481431698,468.566915830397,3.75739558249206
7.17861069673437,1203.12637644139,3.48835855419249
12.5638024343083,5968.60762010932,2.75676901731825
3.8550192953731,485.181709635657,4.46973649598779
7.1546677646515,394.564335510919,3.28190098137953
2.52072728587832,327.333285941564,5.2266564472915
8.17475144313663,1826.73358140649,3.32170007536505
5.04562604837021,7668.33936566492,4.34197213168494
3.0453052780103,2616.53510791442,5.44261813051174
5.42956859326797,539.5547364236,3.82477220821954
2.72095296241658,579.568721515268,5.33038204075291
1.94525443656383,842.257715156505,6.40647624091875
2.60793120030003,312.364953752611,5.11099843317356
4.4862222636002,6059.06908271846,4.58354199591017
2.26152083662534,331.425801722499,5.51104840175204
2.7728326650024,1257.27211724554,5.54366341731092
4.99990756073919,343.160376011986,3.84059005385328
6.7684297178764,1766.40118852426,3.63870419686438
2.28368735555339,512.33419129537,5.72103693812985
1.79427803311791,474.016898033217,6.36805052134546
3.23667989802175,822.102785663719,5.02551689529967
7.43704098294912,448.838898190212,3.25176306231104
2.17128154438007,946.693198888601,6.12996407119383
10.9225580441765,11350.7877922327,2.97672194753731
7.06964983442656,1648.40164808477,3.556816332675
4.95193134651738,6238.90043843698,4.36915877691587
7.35731366656791,846.515588089778,3.39565823534432
4.76327344501922,32656.7403024079,4.53176608449019
8.96272890972718,505.220609254131,3.00093671006496
11.2461278619739,448.090069930323,2.67627537068102
2.80671181764391,3079.70359487748,5.69148018072077
3.00444110730833,481.159056887286,5.01687711142247
4.1869195144378,370.147596927725,4.19460127835094
3.44805159040332,706.323671579386,4.83431808907496
2.9563789600755,363.287843940157,4.91609253276774
8.39752903538269,357.526638055008,3.02403398191069
3.55259808734227,874.43409647386,4.82876266948474
4.95050255897951,811.652192061271,4.10419853384916
6.85140166641373,310.736471941378,3.2855193165103
1.85046592187222,648.303710719057,6.45038534621246
5.25779508028931,318.643630364705,3.72124048846728
7.53083650059521,477.438010930796,3.24617033409966
2.64010541499613,534.644071796159,5.36787690991033
2.95305409036244,903.320124945211,5.27979588543473
4.60175904749092,6459.22278261735,4.53209297328148
4.55379450229407,76343.0619481716,4.65403369128215
1.94596136300172,459.591385065855,6.09597433550811
1.80120125697028,285.082635221838,5.9888504448768
2.83494570255833,491.113089049006,5.15808806686716
5.41550693162567,2632.35171249823,4.10682882841686
4.64880970514688,937.611069369506,4.25512218274302
2.2485071391612,766.848239941785,5.9478419466296
3.47378565264091,396.155694031141,4.60617433515942
4.22986321728953,554.117502576204,4.30742106864778
2.13283466469214,499.161670811023,5.89615244334557
2.41818064647201,19180.8960027249,6.32117663240171
3.65968259916215,1284.29489826864,4.85020352100076
1.76592243515453,500.681469413141,6.45842398157161
2.43144865643865,1423.58883096726,5.93319176267923
3.30189492843198,1326.41476367822,5.1009445302413
3.54883193748282,376.710572946541,4.53367490621851
2.09173487200393,865.009235931051,6.20988389131516
1.78463928090549,439.289853388866,6.32463452693168
4.57200493436986,1088.55453644867,4.32111805896101
1.8740975560164,501.304360208326,6.27486282679519
2.81016128123768,454.848532454096,5.14153164365296
4.24313765691962,19903.814436166,4.78240786589236
6.81743300091195,472.06503525777,3.40430919264823
3.05631536532386,1122.45878580187,5.25685834137875
5.52904104438147,4563.1914691458,4.11763402783961
5.6042200383131,3100.47067045029,4.05509283623176
5.57076546942729,418.255300629926,3.70885432316961
8.99271835936658,3448.01512471242,3.21959451345626
2.46790523072369,1798.64742992061,5.95152290289215
7.72593693321854,757.935718626661,3.30129411108074
2.67546596498456,552.288325226812,5.36040025841521
8.22907122341069,643.7196345082,3.16855972575965
2.84647106393056,1578.24018542596,5.52608902273386
2.3769263481906,616.18584284512,5.70221491173392
1.92234993500926,467.158467346964,6.16384992079828
3.34011940137783,312.361354783181,4.57634386284731
11.4239406568771,488.5989112382,2.67000418891219
9.65639204660398,471.848993836714,2.88822038270297
5.58048061438227,439.053646682233,3.72372484836606
2.45632356906149,538.822855721947,5.56710326705535
2.22398081212093,372.172972017364,5.6092464261044
11.3352185085268,320.206344368262,2.60847874124618
11.4384757968245,1322.49219956976,2.79482073446799
11.5609537872647,552.89621921488,2.67359899583007
4.52302568950039,7699.00567292686,4.58403499056103
7.27391656027288,1128.46090108289,3.46032659405561
6.51423700620831,729.94821425728,3.57547927598927
4.93910169929179,483.806433707755,3.97160213331069
4.21725192995467,1226.65365070909,4.5207613869613
4.07547665913166,1355.0115084874,4.61700734147744
2.23545261045369,295.691570870811,5.45826506494059
2.77009574803335,966.784372089724,5.47406763825707
8.88091976452801,13584.5853666451,3.30327039106755
2.49337586521288,1885.24584026469,5.93670750931724
2.52820417065255,796.421656825606,5.64871764153551
2.52968469846732,960.364415211769,5.70754045112255
9.68931338272678,450.826773676681,2.87251716162627
3.84962455761388,652.699894865204,4.56734728843631
2.52061798190968,10348.5355809533,6.1474137002281
2.30580728294784,758.872775179829,5.88545960746137
5.11273527081325,653.250860438203,3.99089332013526
11.2168377752406,603.444163439042,2.72599224883746
5.12599796078525,369.239575633859,3.819831243559
4.26688638322769,525.365791041124,4.28171073591705
2.93630528682859,1160.43300586021,5.37295836100246
5.35135580521892,801.349097620572,3.94943827709257
2.6546082623666,1291.49374325839,5.66699132100544
2.15431407861868,437.501788545966,5.80973401477669
3.36708815324718,763.337137494217,4.91020425765833
2.63984582291473,800.619676817412,5.53555392308515
3.22068085284254,3516886.77198133,5.56749010825016
3.55881528332177,5023244.44146813,5.29723955228129
3.78974621830033,503.80056572909,4.51714368564214
2.05159301919126,835.847401317335,6.2505754301836
2.34404814432247,481.944529940325,5.63044913607496
2.47225979859067,340.566204156433,5.30351396939506
1.85611443090388,625.747370163556,6.42249322870713
4.40358808657527,10124.249939622,4.66326490765417
2.93068103094825,1730.70174485079,5.47179651419485
2.42207646190505,1113.09523594884,5.880532306072
8.42126747771955,5888.64970218676,3.35800742946229
4.33375006949853,903.149405177173,4.39348029129764
2.23761552370417,959.531467625153,6.05795196982893
12.2190820552651,1006.88777768897,2.67870381622817
4.9445797548738,785.356500308715,4.09800997096721
2.01189613709221,1005.51784478742,6.39184675663806
4.07721551656041,28873.1220578276,4.89290244293486
6.26816113833035,1103.434301415,3.71628557268702
7.32317092136979,6523.71649197719,3.60510716740095
1.75696774021327,536.183343284575,6.49886872073745
1.79092837400638,359.909863907361,6.20084076625641
3.2318503372214,4931.31092723836,5.37091123122944
3.54528151576083,394.554658027924,4.5549874581018
7.50481569611868,349.295372416703,3.17871064091376
2.45209458958564,1204.99209414401,5.87444338691054
4.61292893481247,769.006551678561,4.23022558784274
2.28720803748992,568.175535134413,5.77681064714599
3.00819552567106,9170.96652433787,5.62360768367313
3.48389068668298,770.855697558338,4.83082573716802
2.89387149092879,534.363998087085,5.14228044939095
9.00330474028803,1980.98816070411,3.17576721344599
2.14539069133381,497.364249981822,5.8889105518566
2.56623396707875,463.021735956824,5.37706239014607
2.2121616877962,774.384872346724,6.00090962059079
5.11729977810741,349.355833361484,3.80512953381216
3.73234171243076,639.038052701079,4.62797362076084
2.56452558881548,416.399051671832,5.32844258449414
2.97865703235664,609.690032475377,5.12221429530079
2.45411230493733,407.152816029226,5.41942603027928
6.24564785272966,414.606316601157,3.51662534607064
2.69942683251101,468.47611114912,5.25367458580628
2.69589747204733,642.002591610489,5.39532209307118
5.10587956743852,387.456167001042,3.84514053244824
5.32261269661719,480.766219610061,3.83436460004836
5.97048799365299,593.122594170535,3.68060806115774
1.83665880093847,547.956490607089,6.39273531057149
3.75494603516673,6374.82841201167,5.01034155302938
2.81422353984473,939.803222598422,5.42491501224747
2.00866422973325,614.818245512201,6.18138207246723
3.03568016406075,331.901309289722,4.8183146646734
4.44575889422605,1008.38878688514,4.36588048352933
9.92612060909273,8384.73178411972,3.11101256736801
3.7950885956178,531.808607328441,4.53315667351628
9.76254195772476,621.117106211005,2.92461838729694
2.27464411398937,383.508184081972,5.57545644186785
5.12799239388935,6220.88236861209,4.29416913122106
5.15064981853511,696.441196513459,3.99358893543633
13.5846861076291,2320.15912416292,2.60994915784556
4.0332726383347,390.921561371588,4.29406857219671
4.20031368594078,579.892553814992,4.34385841950368
3.68208649599813,577.980326746579,4.61609157632269
5.19942790797941,4048.72057617465,4.23290920884933
2.80273563123882,1164.05175767516,5.48688819514884
3.06970975680129,1011.5825259753,5.21491957749316
7.81419226352615,446.434834684552,3.17444910232104
2.56607191791249,444.120315328982,5.35713848771639
2.29075109912703,335.291735981072,5.47796140902582
9.77360752848846,679.427880150158,2.93618970968003
2.28436570979691,546.446520288667,5.75682343983075
3.85632232567413,538.510535913764,4.49337203552047
3.59400712114316,742.634980024277,4.75554744204364
2.96426459117286,738.386242180662,5.20807959520737
2.97571181265978,544.41880327136,5.09275155903127
5.98428915087641,372.755312167225,3.55540328147446
2.27590777792264,950.05246928961,6.00228674429833
4.356567943821,8298.69401619937,4.67588687266327
2.24566630207855,557.199340227722,5.82328696731564
3.58692360369014,1051.79832169936,4.85327878219122
6.09319183449526,460.875930246558,3.58761075344473
2.15546763987283,363.76188078328,5.68388162945569
4.9948806572479,4008.52073577426,4.31650902815952
4.74649174925805,465.986886779668,4.03767075893365
9.44335420449523,552.847418697492,2.95266900219842
6.45093959232016,398.643742146458,3.45401957105754
7.83326801702585,721.671009920597,3.27045440274629
1.72211705244162,443.188071688671,6.45296017681614
11.460893907473,483.038912905584,2.66276236643423
7.1802285352493,689.538046747256,3.40127398871467
2.80968438046408,553193.746989491,5.95100959902862
2.12576284349677,923.691588616709,6.18323421890678
2.85481524452232,736.901097481291,5.30264068596281
2.03447335352278,509.100516418795,6.05767077540409
6.3194685369024,853.955104507141,3.65800962265721
8.82899780966947,660.369140393118,3.07642587467483
11.3081912850584,451.659103805035,2.67118232755594
2.12939707718294,473.284538003185,5.88119272596391
7.14876010230744,784.086577688901,3.43161060590646
3.74812163632231,471.967164998442,4.51181019545917
4.23784553123124,491.587903895678,4.27779581236689
10.3106689255538,678.250152372125,2.85632392336041
2.54572311383608,28407.6943308973,6.18255622027714
7.95668268845195,671.264940167833,3.23392647585289
4.19715849349105,424.744639262938,4.24231018412405
2.90753423570166,412.312545979571,5.02916997202378
4.3972226076208,417.393231432826,4.13958249162723
8.74797041037806,441.521034320791,3.01596028714435
9.54433619315006,475.467661523253,2.91090737231279
7.02173215355365,720.713557465519,3.44926466914989
7.45367603108189,326.36314466909,3.16253039396981
7.47487399821035,365.366152887651,3.19386646033363
10.8542185707323,448.702816520601,2.72256908228024
8.07569676662417,547.828400906039,3.16981022879959
4.34461879331969,577.669732343106,4.27349118457319
7.70149216135116,621.570227344685,3.27065218465767
2.92390944132758,476.516671433577,5.07762616892491
9.32482457458259,388.392487618095,2.89952706331425
2.58578221525574,574.097766878812,5.45465559409195
6.21624849695096,555.410662703386,3.59872573782572
1.82678089919573,426.627599803502,6.24639386717461
2.82447309817513,1024.66296893612,5.43563595649607
11.6058783924965,381.636742206768,2.61935140528369
3.69660234485869,549.407770943049,4.59123780456778
7.85057497275056,303.859793244301,3.08413826504274
2.30954734284079,640.26786325502,5.82027039635373
2.90575342939066,909.35660891804,5.32634614544921
6.67102629528336,655.456039064624,3.51289081365831
2.34419200698008,540.124493998387,5.6868175301836
2.98960999190673,346.942570046373,4.87485788454545
5.08232526139805,341.232243365888,3.80850529434837
3.5663865920978,519.452592343368,4.66103247878951
2.12501397291829,624.62786790616,6.02248776133113
7.18227778603864,8612.85948515322,3.65237936698713
2.0314991970667,319.164510643686,5.76191287894684
1.95455870326193,303.638853231368,5.82559499682946
10.2285243370292,1705.0129767262,2.97689398380321
3.29800220672817,704.274748980635,4.937395029021
8.46445580637121,1131.93853453058,3.21390377871971
8.32882025889808,343.993760302447,3.02993714886879
3.59796166266703,692.424173408349,4.73385235761322
2.97663651212021,508.902047516648,5.06412011208874
7.11329293231719,26368.0410313264,3.70704538034402
2.22463774914589,556.662804409046,5.84170461645689
8.47889846517432,568.323698382019,3.10945194339519
2.60759335688336,654.255457928119,5.48451262020474
6.67438700714676,481.876205761037,3.4496448871042
2.33818134073035,451.035547771454,5.61508641530247
